Year,ZIP code,Age Group,Number of Visits,Age-adjusted rate,County Fips code,County
2015,"93619
(36.882291, -119.619626)",Children (0-17),48,48.5,6019,FRESNO
2014,"94124
(37.732716, -122.388738)",Children (0-17),128,151.5,6075,SAN FRANCISCO
2013,"94303
(37.450262, -122.127263)",Children (0-17),127,94,6085,SANTA CLARA
2015,"95328
(37.557356, -120.910482)",Children (0-17),17,94,6099,STANISLAUS
2014,"95131
(37.387014, -121.8938)",Children (0-17),26,36.7,6085,SANTA CLARA
2013,"93001
(34.325102, -119.320782)",Children (0-17),52,75.6,6111,VENTURA
2013,"93035
(34.183914, -119.220419)",Children (0-17),29,47.5,6111,VENTURA
2015,"94702
(37.865775, -122.286078)",Children (0-17),27,96.1,6001,ALAMEDA
2015,"94303
(37.450262, -122.127263)",Children (0-17),117,89.5,6085,SANTA CLARA
2014,"94030
(37.599817, -122.401738)",Children (0-17),27,66.7,6081,SAN MATEO
2013,"94582
(37.765828, -121.918294)",Children (0-17),60,43.8,6013,CONTRA COSTA
2014,"94931
(38.325442, -122.71081)",Children (0-17),14,83,6097,SONOMA
2014,"92656
(33.578585, -117.728553)",Children (0-17),27,20.8,6059,ORANGE
2014,"93551
(34.600092, -118.192379)",Children (0-17),67,52.3,6037,LOS ANGELES
2013,"95122
(37.329377, -121.835218)",Children (0-17),99,58.7,6085,SANTA CLARA
2015,"94538
(37.521278, -121.967986)",Children (0-17),126,85.5,6001,ALAMEDA
2014,"93241
(35.257189, -118.914501)",Children (0-17),39,61.4,6029,KERN
2013,"93662
(36.558772, -119.629364)",Children (0-17),139,146.6,6019,FRESNO
2013,"93004
(34.279506, -119.168896)",Children (0-17),39,61.9,6111,VENTURA
2013,"95315
(37.426875, -120.77224)",Children (0-17),45,102.8,6047,MERCED
2015,"92394
(34.551164, -117.3406)",Children (0-17),124,112.2,6071,SAN BERNARDINO
2014,"93212
(36.064272, -119.550886)",Children (0-17),55,114.3,6031,KINGS
2013,"93444
(35.035889, -120.496113)",Children (0-17),32,69.2,6079,SAN LUIS OBISPO
2014,"93105
(34.498628, -119.748212)",Children (0-17),17,41.3,6083,SANTA BARBARA
2015,"95324
(37.399106, -120.875763)",Children (0-17),13,71.7,6047,MERCED
2014,"93702
(36.740803, -119.75458)",Children (0-17),299,174.8,6019,FRESNO
2013,"93311
(35.271024, -119.141477)",Children (0-17),69,56.1,6029,KERN
2014,"94582
(37.765828, -121.918294)",Children (0-17),49,36.7,6013,CONTRA COSTA
2015,"93609
(36.533334, -119.850936)",Children (0-17),24,148.3,6019,FRESNO
2013,"93702
(36.740803, -119.75458)",Children (0-17),263,149.7,6019,FRESNO
2014,"92311
(34.889849, -117.02337)",Children (0-17),150,154.3,6071,SAN BERNARDINO
2015,"95060
(37.013651, -122.084474)",Children (0-17),14,19.6,6087,SANTA CRUZ
2014,"94536
(37.562619, -121.998912)",Children (0-17),117,65,6001,ALAMEDA
2013,"93304
(35.340717, -119.02421)",Children (0-17),272,162.7,6029,KERN
2013,"94519
(37.983975, -122.013541)",Children (0-17),28,68.4,6013,CONTRA COSTA
2013,"93309
(35.341212, -119.065592)",Children (0-17),189,117.9,6029,KERN
2014,"94509
(37.993814, -121.81295)",Children (0-17),247,152.4,6013,CONTRA COSTA
2013,"94086
(37.372581, -122.026029)",Children (0-17),42,36.5,6085,SANTA CLARA
2013,"94061
(37.462383, -122.234589)",Children (0-17),44,47.5,6081,SAN MATEO
2014,"95363
(37.486753, -121.18492)",Children (0-17),81,104.5,6099,STANISLAUS
2013,"94501
(37.771666, -122.263995)",Children (0-17),89,73.5,6001,ALAMEDA
2014,"94306
(37.41739, -122.130519)",Children (0-17),13,23.3,6085,SANTA CLARA
2014,"93306
(35.400031, -118.909275)",Children (0-17),225,110.1,6029,KERN
2013,"95219
(38.020332, -121.422765)",Children (0-17),33,47,6077,SAN JOAQUIN
2014,"93013
(34.401759, -119.516203)",Children (0-17),15,46.1,6083,SANTA BARBARA
2015,"93514
(37.442141, -118.422236)",Children (0-17),23,82,6027,INYO
2013,"95060
(37.013651, -122.084474)",Children (0-17),26,38.1,6087,SANTA CRUZ
2013,"93701
(36.749735, -119.787908)",Children (0-17),101,204.4,6019,FRESNO
2015,"95351
(37.624093, -120.99781)",Children (0-17),185,125,6099,STANISLAUS
2015,"93446
(35.644426, -120.705686)",Children (0-17),65,61.6,6079,SAN LUIS OBISPO
2015,"95023
(36.857424, -121.325919)",Children (0-17),103,73.4,6069,SAN BENITO
2015,"94015
(37.679547, -122.478678)",Children (0-17),60,54.9,6081,SAN MATEO
2014,"94502
(37.737131, -122.243967)",Children (0-17),20,71.2,6001,ALAMEDA
2015,"95132
(37.40447, -121.853161)",Children (0-17),30,32.7,6085,SANTA CLARA
2015,"93314
(35.400552, -119.202706)",Children (0-17),32,43,6029,KERN
2013,"95422
(38.962754, -122.634743)",Children (0-17),40,102.8,6033,LAKE
2013,"94019
(37.469389, -122.42791)",Children (0-17),35,77.2,6081,SAN MATEO
2014,"95020
(37.0187, -121.569086)",Children (0-17),140,79,6085,SANTA CLARA
2015,"93063
(34.28053, -118.696513)",Children (0-17),71,59.7,6111,VENTURA
2014,"92840
(33.786208, -117.93292)",Children (0-17),100,72.4,6059,ORANGE
2013,"95121
(37.304766, -121.809679)",Children (0-17),39,40.7,6085,SANTA CLARA
2014,"94122
(37.761208, -122.48469)",Children (0-17),47,57.1,6075,SAN FRANCISCO
2013,"94534
(38.240285, -122.11101)",Children (0-17),45,50.9,6095,SOLANO
2013,"95112
(37.346161, -121.885603)",Children (0-17),63,58.3,6085,SANTA CLARA
2014,"95337
(37.766311, -121.233996)",Children (0-17),125,129.1,6077,SAN JOAQUIN
2014,"95388
(37.409782, -120.594373)",Children (0-17),48,109.2,6047,MERCED
2013,"94597
(37.919929, -122.069523)",Children (0-17),14,35.6,6013,CONTRA COSTA
2015,"93940
(36.589755, -121.866389)",Children (0-17),29,59.8,6053,MONTEREY
2015,"93637
(36.924059, -120.128145)",Children (0-17),193,159,6039,MADERA
2014,"92308
(34.448672, -117.17418)",Children (0-17),96,90.7,6071,SAN BERNARDINO
2013,"94404
(37.554952, -122.269646)",Children (0-17),16,20.9,6081,SAN MATEO
2015,"95354
(37.640493, -120.971748)",Children (0-17),63,95.7,6099,STANISLAUS
2014,"94110
(37.749202, -122.41575)",Children (0-17),85,78.8,6075,SAN FRANCISCO
2014,"94102
(37.779168, -122.419625)",Children (0-17),29,112.1,6075,SAN FRANCISCO
2014,"92582
(33.796547, -117.003848)",Children (0-17),50,88.9,6065,RIVERSIDE
2015,"94550
(37.617901, -121.711865)",Children (0-17),45,40.3,6001,ALAMEDA
2014,"93534
(34.700538, -118.149832)",Children (0-17),175,155,6037,LOS ANGELES
2015,"94536
(37.562619, -121.998912)",Children (0-17),87,46.5,6001,ALAMEDA
2013,"94549
(37.899658, -122.115236)",Children (0-17),15,23.5,6013,CONTRA COSTA
2015,"93305
(35.38786, -118.986446)",Children (0-17),223,165,6029,KERN
2013,"94806
(37.976296, -122.336162)",Children (0-17),189,123,6013,CONTRA COSTA
2013,"94509
(37.993814, -121.81295)",Children (0-17),246,150.3,6013,CONTRA COSTA
2013,"94531
(37.967667, -121.775744)",Children (0-17),149,129.3,6013,CONTRA COSTA
2013,"92807
(33.85135, -117.789967)",Children (0-17),29,37.6,6059,ORANGE
2014,"93638
(37.008645, -120.04833)",Children (0-17),277,153.6,6039,MADERA
2015,"92649
(33.721286, -118.044372)",Children (0-17),20,42.5,6059,ORANGE
2013,"93622
(36.833303, -120.57366)",Children (0-17),44,128.9,6019,FRESNO
2015,"92411
(34.123752, -117.320304)",Children (0-17),165,182.5,6071,SAN BERNARDINO
2014,"95340
(37.322613, -120.441471)",Children (0-17),168,184.9,6047,MERCED
2014,"94941
(37.896402, -122.547447)",Children (0-17),24,35.1,6041,MARIN
2014,"94806
(37.976296, -122.336162)",Children (0-17),225,149.1,6013,CONTRA COSTA
2015,"93722
(36.804703, -119.878101)",Children (0-17),435,183.2,6019,FRESNO
2014,"95133
(37.373292, -121.858989)",Children (0-17),33,49.7,6085,SANTA CLARA
2013,"93433
(35.120533, -120.618864)",Children (0-17),18,60.6,6079,SAN LUIS OBISPO
2015,"93535
(34.709166, -117.924621)",Children (0-17),401,174,6037,LOS ANGELES
2013,"93280
(35.617972, -119.397664)",Children (0-17),49,59.9,6029,KERN
2013,"93640
(36.655382, -120.491421)",Children (0-17),51,112.2,6019,FRESNO
2014,"95361
(37.777713, -120.822846)",Children (0-17),68,86.3,6099,STANISLAUS
2013,"93250
(35.661185, -119.200586)",Children (0-17),54,103.5,6029,KERN
2013,"94513
(37.930975, -121.710943)",Children (0-17),106,64.2,6013,CONTRA COSTA
2013,"92277
(34.181847, -116.001644)",Children (0-17),12,15.8,6071,SAN BERNARDINO
2015,"94122
(37.761208, -122.48469)",Children (0-17),42,52.2,6075,SAN FRANCISCO
2015,"94901
(37.973771, -122.51209)",Children (0-17),41,46.5,6041,MARIN
2013,"93730
(36.891522, -119.757564)",Children (0-17),17,60.8,6019,FRESNO
2014,"92832
(33.868041, -117.929787)",Children (0-17),56,94.2,6059,ORANGE
2013,"95242
(38.135583, -121.366476)",Children (0-17),23,40.1,6077,SAN JOAQUIN
2015,"94549
(37.899658, -122.115236)",Children (0-17),22,35.3,6013,CONTRA COSTA
2013,"92585
(33.739949, -117.17079)",Children (0-17),38,68.3,6065,RIVERSIDE
2013,"94043
(37.407179, -122.076246)",Children (0-17),16,27.9,6085,SANTA CLARA
2015,"92404
(34.157118, -117.266819)",Children (0-17),267,140.8,6071,SAN BERNARDINO
2013,"93648
(36.615466, -119.525823)",Children (0-17),103,173.8,6019,FRESNO
2015,"93701
(36.749735, -119.787908)",Children (0-17),102,213.3,6019,FRESNO
2014,"94131
(37.743863, -122.441007)",Children (0-17),24,57.6,6075,SAN FRANCISCO
2013,"93728
(36.757966, -119.814051)",Children (0-17),89,216.1,6019,FRESNO
2013,"95032
(37.235057, -121.948397)",Children (0-17),18,30.5,6085,SANTA CLARA
2013,"95012
(36.776872, -121.743198)",Children (0-17),43,129.6,6053,MONTEREY
2015,"94568
(37.712627, -121.904985)",Children (0-17),65,45.3,6001,ALAMEDA
2014,"93433
(35.120533, -120.618864)",Children (0-17),20,69.3,6079,SAN LUIS OBISPO
2014,"93277
(36.306319, -119.34308)",Children (0-17),66,48.8,6107,TULARE
2015,"94040
(37.380378, -122.084788)",Children (0-17),15,19.8,6085,SANTA CLARA
2014,"95202
(37.959236, -121.287754)",Children (0-17),29,178.4,6077,SAN JOAQUIN
2015,"94611
(37.82999, -122.217907)",Children (0-17),39,56.7,6001,ALAMEDA
2013,"93619
(36.882291, -119.619626)",Children (0-17),49,55.8,6019,FRESNO
2015,"94127
(37.735395, -122.460584)",Children (0-17),12,33.9,6075,SAN FRANCISCO
2015,"94590
(38.104843, -122.246963)",Children (0-17),163,207.4,6095,SOLANO
2014,"94610
(37.8118, -122.240335)",Children (0-17),42,87.5,6001,ALAMEDA
2013,"92314
(34.2608, -116.90111)",Children (0-17),14,49,6071,SAN BERNARDINO
2013,"93905
(36.682501, -121.614378)",Children (0-17),283,120.3,6053,MONTEREY
2014,"94401
(37.57252, -122.319746)",Children (0-17),59,75.6,6081,SAN MATEO
2014,"94025
(37.453057, -122.182022)",Children (0-17),47,43.1,6081,SAN MATEO
2015,"92706
(33.765874, -117.880174)",Children (0-17),86,47,6059,ORANGE
2015,"95012
(36.776872, -121.743198)",Children (0-17),41,123.9,6053,MONTEREY
2014,"92626
(33.680292, -117.907909)",Children (0-17),57,58.5,6059,ORANGE
2014,"93536
(34.74564, -118.356914)",Children (0-17),135,79.1,6037,LOS ANGELES
2015,"94941
(37.896402, -122.547447)",Children (0-17),15,20.1,6041,MARIN
2013,"94087
(37.351582, -122.036938)",Children (0-17),29,21.2,6085,SANTA CLARA
2013,"92604
(33.688992, -117.787794)",Children (0-17),25,46.8,6059,ORANGE
2014,"93905
(36.682501, -121.614378)",Children (0-17),260,112.8,6053,MONTEREY
2015,"93636
(36.955779, -119.878881)",Children (0-17),17,70.6,6039,MADERA
2013,"92647
(33.723965, -118.006519)",Children (0-17),50,39.4,6059,ORANGE
2013,"93245
(36.2993, -119.835013)",Children (0-17),123,104.8,6031,KINGS
2014,"92865
(33.830567, -117.847191)",Children (0-17),25,56.1,6059,ORANGE
2014,"92505
(33.922054, -117.488902)",Children (0-17),124,92.7,6065,RIVERSIDE
2013,"93306
(35.400031, -118.909275)",Children (0-17),212,104.6,6029,KERN
2013,"94518
(37.951426, -122.023426)",Children (0-17),28,48.8,6013,CONTRA COSTA
2013,"94607
(37.80955, -122.291853)",Children (0-17),92,179.6,6001,ALAMEDA
2015,"95051
(37.348247, -121.984056)",Children (0-17),35,24.9,6085,SANTA CLARA
2015,"92335
(34.087599, -117.458229)",Children (0-17),279,87,6071,SAN BERNARDINO
2015,"93434
(34.958339, -120.583977)",Children (0-17),24,103.4,6083,SANTA BARBARA
2013,"93631
(36.495669, -119.530549)",Children (0-17),48,96.1,6019,FRESNO
2013,"92335
(34.087599, -117.458229)",Children (0-17),260,81.8,6071,SAN BERNARDINO
2013,"92886
(33.891679, -117.802649)",Children (0-17),39,39,6059,ORANGE
2014,"93561
(35.131657, -118.503589)",Children (0-17),55,79,6029,KERN
2015,"93274
(36.193481, -119.358379)",Children (0-17),246,107.5,6107,TULARE
2014,"94014
(37.693765, -122.451431)",Children (0-17),75,76.7,6081,SAN MATEO
2013,"94044
(37.617695, -122.485896)",Children (0-17),46,60.9,6081,SAN MATEO
2013,"92336
(34.131219, -117.464097)",Children (0-17),153,57.2,6071,SAN BERNARDINO
2013,"94066
(37.625996, -122.430433)",Children (0-17),43,48.2,6081,SAN MATEO
2015,"93591
(34.603266, -117.836192)",Children (0-17),28,126.5,6037,LOS ANGELES
2013,"93591
(34.603266, -117.836192)",Children (0-17),33,152,6037,LOS ANGELES
2014,"93015
(34.399277, -118.896012)",Children (0-17),20,34.1,6111,VENTURA
2013,"92831
(33.879579, -117.896338)",Children (0-17),54,82.4,6059,ORANGE
2014,"93927
(36.271051, -121.312737)",Children (0-17),53,79.5,6053,MONTEREY
2015,"93933
(36.675218, -121.790758)",Children (0-17),57,112.5,6053,MONTEREY
2015,"95219
(38.020332, -121.422765)",Children (0-17),32,48.7,6077,SAN JOAQUIN
2015,"94510
(38.076211, -122.148763)",Children (0-17),37,64.6,6095,SOLANO
2015,"93640
(36.655382, -120.491421)",Children (0-17),87,194.3,6019,FRESNO
2013,"92804
(33.817538, -117.973476)",Children (0-17),183,81.3,6059,ORANGE
2013,"95019
(36.9364, -121.778612)",Children (0-17),30,176.7,6087,SANTA CRUZ
2014,"93720
(36.85932, -119.759328)",Children (0-17),84,78.7,6019,FRESNO
2013,"95132
(37.40447, -121.853161)",Children (0-17),35,38.3,6085,SANTA CLARA
2014,"93301
(35.381723, -119.019984)",Children (0-17),78,228.6,6029,KERN
2014,"93514
(37.442141, -118.422236)",Children (0-17),25,88.1,6027,INYO
2015,"93036
(34.232891, -119.174651)",Children (0-17),94,69.7,6111,VENTURA
2014,"94103
(37.772469, -122.411853)",Children (0-17),34,134.7,6075,SAN FRANCISCO
2015,"95391
(37.773336, -121.551523)",Children (0-17),28,59.3,6077,SAN JOAQUIN
2013,"93241
(35.257189, -118.914501)",Children (0-17),43,65.2,6029,KERN
2013,"93286
(36.488984, -119.070573)",Children (0-17),25,75.6,6107,TULARE
2015,"93660
(36.596174, -120.179209)",Children (0-17),12,70.5,6019,FRESNO
2013,"93612
(36.815415, -119.711438)",Children (0-17),116,125.8,6019,FRESNO
2015,"93737
(36.755069, -119.646957)",Children (0-17),12,65.7,6019,FRESNO
2013,"93940
(36.589755, -121.866389)",Children (0-17),29,59.7,6053,MONTEREY
2014,"93304
(35.340717, -119.02421)",Children (0-17),290,172,6029,KERN
2013,"95129
(37.305834, -122.001159)",Children (0-17),14,15.2,6085,SANTA CLARA
2014,"95209
(38.041495, -121.344491)",Children (0-17),78,73.8,6077,SAN JOAQUIN
2014,"93728
(36.757966, -119.814051)",Children (0-17),78,193.8,6019,FRESNO
2014,"94954
(38.245316, -122.59871)",Children (0-17),58,65.9,6097,SONOMA
2014,"93422
(35.475579, -120.679205)",Children (0-17),25,37.9,6079,SAN LUIS OBISPO
2014,"95121
(37.304766, -121.809679)",Children (0-17),43,45.1,6085,SANTA CLARA
2014,"94552
(37.698767, -122.020775)",Children (0-17),12,32.4,6001,ALAMEDA
2014,"92392
(34.479332, -117.397422)",Children (0-17),195,111.9,6071,SAN BERNARDINO
2013,"94117
(37.770274, -122.443224)",Children (0-17),33,85.6,6075,SAN FRANCISCO
2013,"95307
(37.574294, -120.950573)",Children (0-17),101,77.8,6099,STANISLAUS
2015,"94115
(37.78557, -122.437361)",Children (0-17),33,84.9,6075,SAN FRANCISCO
2014,"93722
(36.804703, -119.878101)",Children (0-17),409,172.2,6019,FRESNO
2013,"93723
(36.788226, -119.948692)",Children (0-17),26,84.8,6019,FRESNO
2013,"93274
(36.193481, -119.358379)",Children (0-17),264,114.7,6107,TULARE
2014,"94080
(37.654648, -122.42753)",Children (0-17),104,75.5,6081,SAN MATEO
2014,"94546
(37.718472, -122.084844)",Children (0-17),68,79,6001,ALAMEDA
2013,"94954
(38.245316, -122.59871)",Children (0-17),60,69,6097,SONOMA
2015,"92337
(34.048403, -117.472866)",Children (0-17),87,77.4,6071,SAN BERNARDINO
2013,"95363
(37.486753, -121.18492)",Children (0-17),60,76.3,6099,STANISLAUS
2013,"94510
(38.076211, -122.148763)",Children (0-17),37,66.6,6095,SOLANO
2015,"94949
(38.06215, -122.53789)",Children (0-17),21,47.3,6041,MARIN
2014,"94044
(37.617695, -122.485896)",Children (0-17),48,65.4,6081,SAN MATEO
2013,"92869
(33.794222, -117.791218)",Children (0-17),31,35.8,6059,ORANGE
2013,"93402
(35.304582, -120.834856)",Children (0-17),20,76.8,6079,SAN LUIS OBISPO
2015,"94530
(37.919494, -122.301527)",Children (0-17),19,42.6,6013,CONTRA COSTA
2013,"94611
(37.82999, -122.217907)",Children (0-17),20,28.1,6001,ALAMEDA
2014,"93646
(36.626843, -119.303444)",Children (0-17),50,121.1,6019,FRESNO
2015,"93560
(34.8718, -118.299673)",Children (0-17),38,75.2,6029,KERN
2015,"93505
(35.168642, -117.84668)",Children (0-17),46,136.2,6029,KERN
2013,"93620
(37.032132, -120.626527)",Children (0-17),44,148.8,6047,MERCED
2013,"93703
(36.768948, -119.763112)",Children (0-17),201,179.5,6019,FRESNO
2014,"94518
(37.951426, -122.023426)",Children (0-17),38,66.6,6013,CONTRA COSTA
2013,"92371
(34.459721, -117.540203)",Children (0-17),26,62.9,6071,SAN BERNARDINO
2014,"93635
(37.022284, -120.908089)",Children (0-17),180,139.9,6047,MERCED
2013,"93955
(36.622307, -121.82792)",Children (0-17),80,84.8,6053,MONTEREY
2014,"93706
(36.675079, -119.865393)",Children (0-17),317,223,6019,FRESNO
2013,"94530
(37.919494, -122.301527)",Children (0-17),22,48,6013,CONTRA COSTA
2015,"93926
(36.523602, -121.430714)",Children (0-17),31,102.8,6053,MONTEREY
2013,"94401
(37.57252, -122.319746)",Children (0-17),67,86.8,6081,SAN MATEO
2014,"95366
(37.756787, -121.128369)",Children (0-17),26,61.6,6077,SAN JOAQUIN
2013,"92602
(33.737827, -117.756899)",Children (0-17),23,34.9,6059,ORANGE
2013,"92586
(33.707315, -117.197866)",Children (0-17),13,47.4,6065,RIVERSIDE
2014,"93010
(34.230552, -119.057652)",Children (0-17),53,57.7,6111,VENTURA
2014,"93101
(34.419968, -119.707226)",Children (0-17),60,99.2,6083,SANTA BARBARA
2015,"92277
(34.181847, -116.001644)",Children (0-17),31,49.4,6071,SAN BERNARDINO
2015,"93402
(35.304582, -120.834856)",Children (0-17),18,74.7,6079,SAN LUIS OBISPO
2013,"92808
(33.84117, -117.72265)",Children (0-17),12,25.7,6059,ORANGE
2014,"93274
(36.193481, -119.358379)",Children (0-17),216,94.6,6107,TULARE
2013,"94089
(37.405408, -122.010817)",Children (0-17),14,33.3,6085,SANTA CLARA
2014,"93535
(34.709166, -117.924621)",Children (0-17),405,174.6,6037,LOS ANGELES
2015,"93906
(36.712109, -121.637493)",Children (0-17),180,102.1,6053,MONTEREY
2014,"92509
(34.00002, -117.448109)",Children (0-17),165,73.5,6065,RIVERSIDE
2015,"92780
(33.737144, -117.819563)",Children (0-17),113,56.5,6059,ORANGE
2014,"93630
(36.723317, -120.100357)",Children (0-17),78,114.5,6019,FRESNO
2014,"94530
(37.919494, -122.301527)",Children (0-17),25,55.8,6013,CONTRA COSTA
2015,"92507
(33.974632, -117.331548)",Children (0-17),135,111.2,6065,RIVERSIDE
2013,"94115
(37.78557, -122.437361)",Children (0-17),30,73.3,6075,SAN FRANCISCO
2013,"93203
(35.166398, -118.840382)",Children (0-17),44,53.4,6029,KERN
2015,"92673
(33.463324, -117.614928)",Children (0-17),25,29.9,6059,ORANGE
2014,"94945
(38.117407, -122.559327)",Children (0-17),15,42.2,6041,MARIN
2013,"94040
(37.380378, -122.084788)",Children (0-17),18,24.7,6085,SANTA CLARA
2014,"94132
(37.723307, -122.481194)",Children (0-17),34,91.7,6075,SAN FRANCISCO
2013,"93950
(36.618407, -121.922858)",Children (0-17),15,62.4,6053,MONTEREY
2015,"95301
(37.338586, -120.611776)",Children (0-17),114,103.9,6047,MERCED
2014,"92706
(33.765874, -117.880174)",Children (0-17),91,83.2,6059,ORANGE
2015,"93534
(34.700538, -118.149832)",Children (0-17),212,190.2,6037,LOS ANGELES
2013,"94521
(37.957871, -121.972682)",Children (0-17),42,48.8,6013,CONTRA COSTA
2015,"94121
(37.779036, -122.492791)",Children (0-17),32,51.2,6075,SAN FRANCISCO
2014,"93620
(37.032132, -120.626527)",Children (0-17),34,114.8,6047,MERCED
2015,"92808
(33.84117, -117.72265)",Children (0-17),14,29.1,6059,ORANGE
2015,"94131
(37.743863, -122.441007)",Children (0-17),19,41.7,6075,SAN FRANCISCO
2014,"93267
(36.143305, -119.101023)",Children (0-17),15,73.9,6107,TULARE
2015,"93204
(35.93822, -120.066413)",Children (0-17),41,114,6031,KINGS
2014,"93219
(35.884341, -119.321088)",Children (0-17),44,101.7,6107,TULARE
2014,"93402
(35.304582, -120.834856)",Children (0-17),15,59,6079,SAN LUIS OBISPO
2014,"93543
(34.52399, -117.93936)",Children (0-17),40,112.5,6037,LOS ANGELES
2015,"93280
(35.617972, -119.397664)",Children (0-17),62,77,6029,KERN
2013,"92567
(33.809609, -117.113026)",Children (0-17),13,47.8,6065,RIVERSIDE
2014,"92806
(33.83858, -117.873139)",Children (0-17),88,90.1,6059,ORANGE
2014,"93110
(34.437546, -119.767792)",Children (0-17),20,81.2,6083,SANTA BARBARA
2013,"95304
(37.717418, -121.387909)",Children (0-17),18,54.8,6077,SAN JOAQUIN
2015,"94103
(37.772469, -122.411853)",Children (0-17),24,77,6075,SAN FRANCISCO
2015,"94401
(37.57252, -122.319746)",Children (0-17),63,81.2,6081,SAN MATEO
